59.56, 60.80
59.45, 60.91
59.56, 60.91
59.45, 60.80
59.45, 60.91
59.45, 61.03
59.45, 61.14
59.56, 61.03
59.68, 62.26
59.68, 62.26
59.68, 62.26
59.79, 62.38
59.79, 62.38
59.79, 62.38
59.68, 62.26
59.79, 62.38
59.90, 62.49
59.79, 62.38
59.79, 62.38
59.90, 62.49
59.90, 62.60
59.79, 62.60
59.90, 62.49
59.90, 62.71
59.90, 62.60
59.90, 62.60
59.79, 62.71
60.01, 62.82
60.01, 62.82
60.01, 62.82
59.90, 62.82
60.01, 62.82
59.90, 62.94
60.01, 62.82
60.01, 62.94
60.01, 63.05
59.90, 62.94
59.90, 63.05
59.90, 63.05
60.01, 63.05
59.90, 63.05
60.01, 63.16
60.01, 63.05
60.01, 63.16
60.01, 63.16
60.01, 63.16
60.01, 63.16
60.01, 63.28
60.01, 63.28
60.13, 63.39
60.13, 63.28
60.13, 63.39
60.01, 63.28
60.01, 63.39
60.13, 63.39
60.13, 63.39
60.13, 63.50
60.24, 63.39
60.24, 63.50
60.13, 63.50
60.13, 63.50
60.13, 63.61
60.24, 63.61
60.13, 63.61
60.13, 63.61
60.13, 63.61
60.24, 63.72
60.24, 63.72
60.24, 63.72
60.24, 63.72
60.24, 63.72
60.13, 63.84
60.24, 63.84
60.24, 63.84
60.24, 63.84
60.24, 64.06
60.35, 64.06
60.24, 63.95
60.24, 64.06
60.35, 64.06
60.35, 63.95
60.35, 64.06
60.35, 64.06
60.24, 64.18
60.24, 64.18
60.35, 64.18
60.46, 64.18
60.35, 64.29
60.35, 64.29
60.35, 64.29
60.35, 64.29
60.46, 64.29
60.46, 64.29
60.46, 64.29
60.35, 64.40
60.46, 64.40
60.46, 64.40
60.57, 64.40
60.46, 64.40
60.57, 64.51
60.46, 64.40
60.46, 64.51
60.57, 64.51
60.57, 64.51
60.57, 64.51
60.57, 64.51
60.57, 64.62
60.46, 64.74
60.57, 64.62
60.57, 64.74
60.57, 64.74
60.57, 64.74
60.57, 64.74
60.57, 64.85
60.69, 64.85
60.57, 64.85
60.69, 64.85
60.57, 64.85
60.57, 64.85
60.69, 64.85
60.57, 64.96
60.69, 65.07
60.69, 65.07
60.69, 65.07
60.69, 64.96
60.69, 65.07
60.69, 65.07
60.69, 65.19
60.69, 65.07
60.69, 65.19
60.69, 65.19
60.80, 65.19
60.80, 65.19
60.69, 65.19
60.80, 65.19
60.69, 65.30
60.91, 65.30
60.69, 65.30
60.80, 65.30
60.80, 65.41
60.69, 65.41
60.91, 65.41
60.80, 65.41
60.80, 65.41
60.91, 65.52
60.80, 65.52
60.80, 65.52
60.80, 65.52
60.91, 65.64
60.91, 65.52
60.91, 65.64
60.80, 65.52
60.91, 65.64
60.91, 65.64
60.91, 65.64
60.91, 65.75
60.91, 65.75
60.91, 65.75
60.91, 65.86
60.91, 65.75
60.91, 65.86
60.91, 65.75
60.91, 65.86
61.03, 65.75
61.03, 65.86
61.03, 65.86
60.91, 65.75
60.91, 65.86
61.03, 65.86
60.91, 65.97
61.03, 66.09
61.03, 65.97
61.14, 65.86
61.14, 65.97
61.03, 66.09
61.03, 66.09
60.91, 66.09
61.03, 66.09
61.03, 66.09
61.03, 66.20
61.14, 66.09
61.14, 66.20
61.14, 66.20
61.03, 66.20
61.03, 66.20
61.03, 66.31
61.14, 66.31
61.14, 66.31
61.14, 66.31
61.03, 66.20
61.03, 66.20
61.14, 66.31
61.14, 66.43
61.03, 66.43
61.03, 66.31
61.14, 66.43
61.14, 66.54
61.14, 66.54
61.14, 66.54
61.03, 66.65
61.14, 66.54
61.14, 66.54
61.14, 66.54
61.25, 66.54
61.25, 66.54
61.25, 66.54
61.36, 66.54
61.25, 66.54
61.36, 66.65
61.36, 66.65
61.25, 66.65
61.36, 66.65
61.25, 66.65
61.25, 66.65
61.25, 66.76
61.25, 66.87
61.25, 66.87
61.36, 66.76
61.36, 66.87
61.36, 66.87
61.36, 66.76
61.47, 66.76
61.36, 66.76
61.36, 66.87
61.47, 66.87
61.36, 66.87
61.47, 66.99
61.36, 66.99
61.36, 66.87
61.47, 67.10
61.47, 67.10
61.36, 66.99
61.36, 67.10
61.36, 67.10
61.47, 66.99
61.47, 67.10
61.36, 67.10
61.47, 67.10
61.47, 67.21
61.36, 67.10
61.47, 67.10
61.47, 67.21
61.47, 67.21
61.47, 67.21
61.47, 67.21
61.47, 67.21
61.59, 67.21
61.47, 67.32
61.47, 67.21
61.59, 67.32
61.47, 67.44
61.59, 67.32
61.59, 67.32
61.59, 67.44
61.47, 67.55
61.47, 67.55
61.59, 67.55
61.47, 67.55
61.59, 67.44
61.59, 67.55
61.70, 67.55
61.59, 67.55
61.70, 67.55
61.59, 67.66
61.70, 67.66
61.70, 67.66
61.59, 67.66
61.70, 67.66
61.70, 67.66
61.70, 67.66
61.70, 67.66
61.70, 67.66
61.70, 67.66
61.70, 67.77
61.70, 67.77
61.81, 67.66
61.81, 67.77
61.70, 67.77
61.70, 67.77
61.81, 67.89
61.81, 67.89
61.81, 67.89
61.81, 67.89
61.81, 67.89
61.81, 68.00
61.81, 68.00
61.81, 67.89
61.81, 68.00
61.81, 68.00
61.81, 68.00
61.81, 68.00
61.81, 68.00
61.81, 68.00
61.81, 68.00
61.93, 68.11
61.81, 68.11
61.81, 68.11
61.93, 68.22
61.93, 68.22
61.70, 68.11
61.81, 68.11
61.93, 68.22
61.81, 68.11
61.81, 68.22
61.81, 68.22
61.93, 68.22
61.93, 68.22
61.93, 68.22
61.93, 68.34
61.93, 68.34
62.04, 68.22
62.04, 68.34
61.93, 68.34
61.93, 68.22
61.93, 68.34
62.04, 68.34
61.93, 68.34
62.04, 68.45
62.04, 68.34
61.93, 68.34
62.04, 68.45
61.93, 68.45
62.04, 68.45
62.04, 68.45
62.04, 68.45
62.15, 68.56
62.04, 68.45
62.04, 68.56
62.04, 68.56
62.04, 68.68
62.15, 68.68
62.04, 68.56
62.04, 68.68
62.15, 68.68
62.15, 68.56
62.15, 68.68
62.15, 68.68
62.04, 68.68
62.04, 68.79
62.04, 68.79
62.04, 68.79
62.04, 68.79
62.04, 68.79
62.04, 68.68
62.04, 68.79
62.15, 68.79
62.15, 68.68
62.15, 68.90
62.15, 68.79
62.04, 68.79
62.15, 68.79
62.04, 68.79
62.15, 68.90
62.04, 68.90
62.04, 68.79
62.15, 68.90
62.15, 68.90
62.15, 68.90
62.15, 69.01
62.15, 68.90
62.15, 69.01
62.15, 68.90
62.15, 68.90
62.26, 69.01
62.26, 68.90
62.15, 69.12
62.26, 69.01
62.26, 69.01
62.26, 69.01
62.26, 69.12
62.26, 69.12
62.26, 69.12
62.26, 69.12
62.26, 68.90
62.26, 69.01
62.26, 69.01
62.26, 69.01
62.26, 69.12
62.38, 69.01
62.26, 69.12
62.26, 69.12
62.38, 69.24
62.49, 69.24
62.38, 69.24
62.26, 69.35
62.26, 69.24
62.38, 69.24
62.49, 69.24
62.38, 69.24
62.38, 69.35
62.38, 69.35
62.38, 69.35
62.49, 69.35
62.38, 69.35
62.49, 69.35
62.38, 69.46
62.38, 69.35
62.38, 69.35
62.38, 69.46
62.38, 69.35
62.49, 69.35
62.38, 69.35
62.38, 69.46
62.38, 69.35
